iter	Logloss
203	0.5711017001
204	0.5710722543
205	0.5710259192
206	0.571004326
207	0.5709638205
208	0.5709136632
209	0.5708695761
210	0.5708319174
211	0.5708135567
212	0.5707739133
213	0.5707321576
214	0.5707094938
215	0.5706652589
216	0.5706417245
217	0.5706036825
218	0.5705440457
219	0.5705308654
220	0.5704973707
221	0.5704695477
222	0.5704274815
223	0.5703883709
224	0.5703380229
225	0.5703248935
226	0.5703026032
227	0.5702897964
228	0.5702759171
229	0.5702445658
230	0.5702308431
231	0.5702155493
232	0.570171423
233	0.5701484323
234	0.5700948251
235	0.5700663231
236	0.5700427248
237	0.5700107176
238	0.569958876
239	0.5699219748
240	0.5699015514
241	0.5698566796
242	0.5698093206
243	0.5697865334
244	0.5697673933
245	0.5697169488
246	0.5696674104
247	0.5696393858
248	0.5695903355
249	0.5695741296
250	0.5695549264
251	0.569519225
252	0.5694841393
253	0.569445398
254	0.5694120089
255	0.5693884343
256	0.5693487003
257	0.5693081171
258	0.5692692614
259	0.5692248192
260	0.5691988052
261	0.5691767041
262	0.569128276
263	0.5691157999
264	0.5690938091
265	0.5690650274
266	0.5690613114
267	0.5690231562
268	0.5689894153
269	0.568941914
270	0.5689269049
271	0.5689100275
272	0.5688916744
273	0.568859414
274	0.5688241427
275	0.5687979876
276	0.568771077
277	0.568742716
278	0.5687066775
279	0.5686775258
280	0.5686517416
281	0.5686044262
282	0.5685757471
283	0.5685304031
284	0.5684831305
285	0.5684361762
286	0.5684006702
287	0.5683650899
288	0.5683310393
289	0.5683152217
290	0.568275884
291	0.568251657
292	0.5682216579
293	0.5682060967
294	0.5681659366
295	0.5681057968
296	0.5680825685
297	0.5680437636
298	0.5679998535
299	0.5679516541
300	0.5679336895
301	0.5679203221
302	0.5678802039
303	0.5678490425
304	0.5677987238
305	0.5677733526
306	0.5677429707
307	0.5677208675
308	0.5676685779
309	0.5676318324
310	0.5676141879
311	0.5676052545
312	0.5675710259
313	0.5675450877
314	0.5675083283
315	0.5674914442
316	0.5674621694
317	0.5674162607
318	0.5673808288
319	0.5673332578
320	0.5672935813
321	0.5672687024
322	0.5672462661
323	0.5672311186
324	0.5671963083
325	0.5671710211
326	0.5671521137
327	0.5671033504
328	0.5670786849
329	0.5670631101
330	0.5670485092
331	0.5670411131
332	0.5670174356
333	0.567002434
334	0.5669590277
335	0.5668950886
336	0.5668833224
337	0.5668579818
338	0.5668347603
339	0.5668024187
340	0.5667772543
341	0.5667430567
342	0.5667293053
343	0.5666884412
344	0.5666561517
345	0.5666229071
346	0.5665669403
347	0.5665372512
348	0.5665209439
349	0.5664699693
350	0.5664420811
351	0.5663952694
352	0.5663651685
353	0.566349712
354	0.5663028499
355	0.566250778
356	0.5662193138
357	0.5661702953
358	0.5661394794
359	0.5660725443
360	0.5660447861
361	0.565993889
362	0.5659411833
363	0.5659173472
364	0.5658637152
365	0.5658394433
366	0.5658139348
367	0.5658047629
368	0.5657815108
369	0.5657473062
370	0.5657125147
371	0.565671305
372	0.5656478931
373	0.5656003664
374	0.5655751206
375	0.5655304564
376	0.5655152432
377	0.5654918429
378	0.5654496825
379	0.5654092929
380	0.5653675116
381	0.565329187
382	0.5652848367
383	0.5652724049
384	0.5652284121
385	0.5651984632
386	0.5651794636
387	0.5651345123
388	0.5650836464
389	0.5650420472
390	0.5650168635
391	0.5649560347
392	0.564928521
393	0.564915072
394	0.5648585849
395	0.5648542128
396	0.5648266687
397	0.5647884971
398	0.5647455021
399	0.5647066264
